id;main_word;s1;s2;s3;s4;s5
2427;BOSMAN;Marynarz;Stopien;Prace Pokładowe;Statek;Piwo
2428;MASTURBACJA;Onanizm;Samozadowolenie;69;Przyjemnosc;Rozkosz
2429;WII;Gry Wideo;Konsola;Play Station;Bezprzewodowe;Nintendo
2430;UBUNTU;Root;Linux;Darmowe Oprogramowanie;Debian;System
2431;PLUTON;Bomba Atomowa;Pierwiastek;żołnierz;Oddział;Planeta
2432;ENDORFINY;Mózg;Orgazm;Czekolada;Szczescie;Hormon
2433;BLUSZCZ;Pnacze;Doniczka;Oplatac;Roslina;Kwiat
2434;DZIEN;Miesiac;Noc;Doba;Godzina;Słonce
2435;WANTA;Lina;Szanta;Jacht;żeglarstwo;Rejs
2436;KRYM;Morze Czarne;Półwysep;Jaskółcze Gniazdo;Ukraina;Jałta
2437;EUGENIKA;Nauka;Geny;Gatunek;Dziedziczenie;Nazisci
2438;PRZYSTANEK NA ŻADANIE;Stop;Autobus;Tramwaj;Guzik;Reka
2439;AZBEST;Eternit;Pokrywac;Dach;Szkodliwy;Rakotwórczy
2440;KASETA VIDEO;Film;Odtwarzacz;Vhs;Tasma;Dvd
2441;CMENTARZ;Grób;Powazki;Nekropolia;Trumna;Pogrzeb
2442;ŁUK;Kusza;Cieciwa;Strzały;Wilhelm Tell;Robin Hood
2443;ONUCA;Noga;Skarpeta;Stopa;żołnierz;Wojsko
2444;KRASNAL;Hałabała;Skrzat;Królewna Snieżka;Snieżka;Ogrodowy
2445;SZALENIEC;Psychicznie Chory;Wariat;Oszołom;Nienormalny;Kaftan Bezpieczenstwa
2446;NIC ARIADNY;Tezeusz;Labirynt;Kłebek;Minotaur;Mitologia
2447;HIPODROM;Służewiec;Jezdziectwo;Wyscigi;Kon;Tor
2448;KING KONG;Film;Ogromny;Goryl;Małpa;Wielki
2449;AVIOMARIN;Podróż;Wymioty;Nudnosci;Lokomotiv;Samochód
2450;ARMATA;Wojna;Kula;Działo;Proch;Bron
2451;GUANTANAMO;Jeniec;Kuba;Obóz Koncentracyjny;Talibowie;Wiezienie
2452;KRZYSZTOF KOLUMB;Indianie;Odkrywca;1492;Ameryka;Podróżnik
2453;REWOLWEROWIEC;Dziki Zachód;Pistolet;Western;Południe;Kowboj
2454;HORMON;Zwiazek Chemiczny;Adrenalina;Gruczoły;Wzrostu;Testosteron
2455;DRUKARKA;Tusz;Papier;Laserowa;Komputer;Atramentowa
2456;WIENIEC LAUROWY;Nagroda;Olimpiada;Starożytnosc;Spoczac;Igrzyska
2457;MACOCHA;Pasierb;Ojczym;Przybrana;Rodzic;żona/maż
2458;OPIUM;Odurzajacy;Przeciwbólowy;Narkotyk;Morfina;Mak
2459;REKLAMA;Baner;Ulotka;Bilboard;Telewizja;Produkt
2460;ATOL;Ocean;Tropikalny;Rafa Koralowa;Wyspa;Laguna
2461;PENICYLINA;Antybiotyk;Zastrzyk;Chory;Alexander Fleming;Lekarstwo
2462;GONG;Uderzac;Instrument;Obiad;Runda Bokserska;Sygnał
2463;SREDNIK;Rozdzielanie;Znak Interpunkcyjny;Zdanie Złożone;Przecinek;Kropka
2464;ŻARÓWKA;Pomysł;Swiatło;Lampa;Edison;Klosz
2465;OPOLE;Festiwal;Miasto;Amfiteatr;Odra;Slask
2466;FESTIWAL PIOSENKI ŻOŁNIERSKIEJ;Mundur;Morze;Scena;Wojsko;Kołobrzeg
2467;POZIOMICA;Pion;Równy;Budowa;Warstwica;Izohipsa
2468;OPERA;Aria;Mydlana;Tenor;Libretto;Moniuszko
2469;MIROSŁAW HERMASZEWSKI;Łajka;Lot Kosmiczny;Kosmos;Rakieta;Astronauta
2470;TRADZIK;Wypryski;Pryszcz;Skóra;Dermatolog;Dojrzewanie
2471;SCIERKA;Tkanina;Do Naczyn;Szmata;Sprzatac;Do Kurzu
2472;LATARNIK;Brzeg;Swiatło;Wysoki;Morze;Sienkiewicz
2473;ANATOMIA;Czesci;Człowiek;Miesnie;Organy;Ciało
2474;KASJOPEA;Galaktyka;Niebo;Mitologia;Gwiazdozbiór;Andromeda
2475;MACIEK MALENCZUK;Waglewski;Piosenkarz;Pudelsi;Homo Twist;Czarna Mamba
2476;WIRTUALNA POLSKA;Portal;Wiadomosci;Wyszukiwarka;Poczta;Internet
2477;USMIECH;Usta;Radosc;Wargi;Emocje;Wesoły
2478;KISZONA KAPUSTA;Bigos;Pierogi;Sałata;Ogórek;Kwasny
2479;HOLLYWOOD;Film;Gwiazdy;Ameryka;Beverly Hills;Los Angeles
2480;SFINKS;Egipt;Piramida;Faraon;Starożytny;Siec Restauracji
2481;NAPOLEON;Wódz;Francja;Koniak;Elba;Cesarz Francuzów
2482;CAPPUCINO;Mleko;Kawa;Pianka;Włochy;Espresso
2483;DRWAL;Rabac;Topór;Scinac;Las;Drzewo
2484;WYKŁADZINA;Pcv;Panele;Podłoga;Dywan;Biuro
2485;TSUNAMI;Powódz;Trzesienie Ziemi;Fala;Ocean;Woda
2486;DOMOWE PRZEDSZKOLE;Telewizja;Hałabała;Dzieci;żłobek;Program
2487;SMIECH;Radosc;Rozbawienie;żart;Emocje;Beczka
2488;MALBORK;Zamek;Krzyżacy;Miasto;Cegła;Pomorze
2489;PIS;Blizniacy;Gosiewski;Partia;Kaczynscy;Ugrupowanie
2490;HONOLULU;Plaża;Morze;Usa;Stolica;Hawaje
2491;ZUS;Starosc;Ubezpieczenie;Renta;Emerytura;Składka
2492;PODATEK;Vat;Dochodowy;Urzad Skarbowy;Akcyza;Pit
2493;STRAŻ OGNIOWA;Drezyna;Pożar;Wóz;Remiza;Gasic
2494;ZGAGA;Manti;Pieczenie;Przełyk;żoładek;Nadkwasnosc
2495;WYLICZANKA;Entliczek;Zabawa;Dzieci;Rymowanka;Ene Due
2496;PSEUDONIM ARTYSTYCZNY;Inny;Ukrycie;Nazwisko;Bolesław Prus;Autor
2497;ZAMIESZKI;Demonstracja;Tłum;Protest;Policja;Ludzie
2498;JAROCIN;Miasto;Festiwal Rockowy;Polski Woodstock;Poznan;Wielkopolskie
2499;ADAPTACJA FILMOWA;Na Podstawie;Scenariusz;Ksiażka;Powiesc;Kino
2500;CUDZYSŁÓW;Przenosnia;Znak Interpunkcyjny;Ptaszki;Apostrof;Cytat
2501;POCZTÓWKA;Widokówka;Wyjazd;Pozdrowienia;Wakacje;życzenia
2502;ETIOPIA;Afryka;Głód;Murzyn;Panstwo;Addis Abeba
2503;KOŁO RATUNKOWE;Pomoc;Milionerzy;Morze;Statek;Tonacy
2504;SNOPOWIAZAŁKA;Zboże;żniwa;Maszyna;Rolnik;Kombajn
2505;OKRAGŁY STÓŁ;Prl;Król Artur;Lech Wałesa;Solidarnosc;Obrady
2506;AZALIA;Kwiaty;Różanecznik;Krzew;Rododendron;Maj
2507;JEZYK MIGOWY;Rece;Głuchy;Dogadywac Sie;Niemowa;Gesty
2508;STANISŁAW WOKULSKI;Lalka;Izabella Łecka;Rzecki;Bolesław Prus;Pozytywizm
2509;MEANDER;Ornament;Zakret;Zakole;Koryto;Rzeka
2510;BENEFICJENT;Dostawac;Korzysc;Zyskiwac;Dotacja Ue;Odbiorca
2511;GADU GADU;Emotikony;Znajomi;Komunikator;Słoneczko;Internet
2512;KREGLE;Flinstonowie;Strike;Gra;Kula;Rzucac
2513;OGRODZENIE;Parkan;Płot;Brama;Siatka;Dom
2514;BIDON;Napój;Rower;Butelka;Kolarz;Rama
2515;KARAOKE;Piosenka;Tekst;Amatorzy;Spiew;Konkurs
2516;WITAMINA C;Cytryna;Przeziebienie;Papryka;Szkorbut;Kwas Askorbinowy
2517;WADEMEKUM;Informacje;Przewodnik;Ksiażka;Poradnik;Przepisy
2518;KINO DOMOWE;Film;Głosniki;Ekran;Dvd;Zestaw
2519;GABKA;Kapiel;Porowaty;Prymitywne Zwierze;Mycie;Prysznic
2520;KRESKA UŁAMKOWA;Mianownik;Matematyka;Symbol;Licznik;Dzielenia
2521;KROSNA;Nici;Materiał;Osnowa;Przasniczki;Tkanie
2522;KATARZYNA FIGURA;Pociag Do Hollywood;Killer;Seksbomba;Kingsize;Aktorka
2523;JOGURT NATURALNY;Nabiał;Smietana;Krowa;Mleko;Kefir
2524;AMBROZJA;Niesmiertelnosc;Napój;Nektar;Grecja;Bogowie
2525;PABLO PICASSO;Hiszpania;Artysta;Malarz;Kubizm;Obraz
2526;OSZUKIWAC;Nieprawda;Krasc;Krecic;Kłamac;Ofiara
2527;GREENWICH;Przedmiescia;Południk Zerowy;Londyn;Anglia;Długosc Geograficzna
2528;OWCA;Milczenie;Oscypek;Baran;Wełna;Czarna
2529;ZATOKA POMORSKA;Odra;Szczecin;Gdanska;Morze Bałtyckie;Swinoujscie
2530;PŁYTA DVD;Krażek;Film;Naped;Cd;Nosnik Danych
2531;NUDNOSCI;Choroba;Ciaża;Kac;Wymioty;Samopoczucie
2532;GOOGLE;Wyszukiwarka;Poczta;Internet;Microsoft;Gmail
2533;NUCIC;Melodia;Spiewac;Mruczec;Cicho;Piosenka
2534;PIASKOWNICA;Babki;Foremki;Łopatka;Dzieci;Plac Zabaw
2535;JOANNA D'ARC;Orlean;Stos;Paryż;Francja;Dziewica
2536;GOTOWE NA WSZYSTKO;Ameryka;Kobiety;Serial;Eva Longoria;Tajemnica
2537;ZAPIEKANKA;Jesc;Budka;Fast-food;Ser;Bułka
2538;GONDOLA;Balon;Kosz;Łódz;Woda;Wenecja
2539;JANKO MUZYKANT;Nowela;Skrzypce;Bohater;Lektura;Sienkiewicz
2540;KLON;Kanada;Lisc;Naukowcy;Drzewo;Kopia
2541;LUCYFER;Diabeł;Szatan;Upadły;Piekło;Anioł
2542;PENTAGON;Piec;Budynek;Wojsko;11 Wrzesnia;Departament Obrony Usa
2543;BAŁWAN;Ulepic;Kula;Zima;Marchewka;Snieg
2544;TRAMPOLINA;Akrobata;Gimnastyka;Skakac;Cyrk;Sport
2545;SŁON;Traba;Afryka;Indie;Zwierze;Uszy
2546;MONOPOLY;Hotele;Pieniadze;Gra Planszowa;Dom;Pionki
2547;DZIADEK MRÓZ;Babcia;Prezenty;Ziab;Rosja;Swiety Mikołaj
2548;CHUSTECZKA HIGIENICZNA;Nos;Smarkac;Wycierac;Katar;Jednorazowa
2549;HOMEOPATIA;Medycyna Naturalna;Ziołolecznictwo;Niekonwencjonalny;Lekarstwo;Roztwór
2550;GRZBIET;Koci;Fala;Kark;Górski;Plecy
2551;AFRYKA;Kontynent;Czarny;Murzyn;Sahara;Nil
2552;SKORPION;Pustynia;Kolec Jadowy;Szczypce;Zodiak;Pajeczak
2553;ZDRAPKA;Złotówka;Wygrana;Totolotek;Drapanie;Los
2554;PORZEKADŁO;Frazeologizm;Madrosc;Powiedzenie;Przysłowie;Mówic
2555;MYDŁO;Rece;Powidło;Szare;Fa;Brud
2556;SALA KONCERTOWA;Muzyka;Scena;Wystep;Zespół;Grac
2557;PUSZEK OKRUSZEK;Dziadek;Kłebuszek;Natalka Kukulska;Pies Bernardyn;Tytuł Piosenki
2558;GLADIATOR;Maximus;Starożytny Rzym;Arena;Russell Crowe;Walka
2559;ANEKS;Pokój;Umowa;Uzupełnienie;Kuchenny;Zmiana
2560;BAGAŻ PODRECZNY;Pakowac;Lekki;Schowek;Samolot;Blisko
2561;KANTOR;Wymiana;Euro;Kurs;Waluta;Dolar
2562;SOK MALINOWY;Słodki;Przeziebienie;Napój;Rozgrzewac;Woda
2563;TADEUSZ KOSCIUSZKO;Bitwa Pod Racławicami;Powstanie;Insurekcja;Polak;Niepodległosc
2564;ŻELATYNA;Galaretka;Nóżki;Zastygac;Meduza;Spożywcza
2565;NIEWIASTA;Dziewczyna;Roztropna;Kobieta;Meżczyzna;Płec
2566;JARMARK;Festyn;Targ;Sprzedaż;Odpust;Kupiec
2567;DURSZLAK;Cedzak;Okra;Makaron;Sito;Dziurkowane
2568;RYSUNEK;Kredki;Obrazek;Kartka Papieru;Ołówek;Grafika
2569;SLEDZTWO;Policja;Przestepstwo;Dochodzenie;Detektyw;Postepowanie
2570;GODZILLA;Japonia;Film;Dinozaur;Potwór;Gad
2571;WYROK W ZAWIESZENIU;Sad;Wiezienie;Odroczenie;Kara;Skazac
2572;ŁANIA;Las;Rogi;Sarna;Jelen;Samica
2573;KANKAN;Francja;Noga;Taniec;Kabaret;Moulin Rouge
2574;HIV;Aids;Krew;Zakażenie;Wirus;Choroba
2575;ŻUBR;Piwo;Rogi;Zwierze;Reklama;Białowieża
2576;NEONÓWKA;Kabaret;Reklama;żarówka;Swiatło;Gaz Szlachetny
2577;LAMPA;Swiatło;żarówka;Nafta;Samochód;Nocna
2578;OZON;Gaz;Freon;Tlen;Izotop;Burza
2579;KURNIK;Domek;Kogut;Ptak;Jajka;Grzeda
2580;JONASZ;Prorok;Biblia;Wieloryb;Stary Testament;Połknac
2581;DYSKIETKA;Megabajt;Komputer;Dane;Nosnik;Stacja
2582;DETEKTYW W SUTANNIE;Tv;Zagadka;Ksiadz;Ojciec Mateusz;Serial
2583;HIPNOZA;Wahadło;Kaszpirowski;Sen;Sugestia;Parapsychologia
2584;GRZYBOBRANIE;Borowik;Koszyk;Las;Zbierac;Trujace
2585;ŁADA;Samara;Rosja;Samochód;Auto;Rzeka
2586;KRET;Zwierze;Podziemny;Slepy;Kopiec;Kopac
2587;PARIS HILTON;Skandal;Dziedziczka;Hotel;Pornografia;Blondynka
2588;MUR PRUSKI;Cegła;Sredniowiecze;Burzyc;Niemcy;Zabudowa
2589;LOTOS;Roslina;Kwiat;Joga;Benzyna;Paliwo
2590;TABLICA MENDELEJEWA;Chemia;Układ Okresowy;Masa Atomowa;Pierwiastki;Izotopy
2591;PŁYTA WINYLOWA;Gramofon;Muzyka;Analogowa;Adapter;Thomas Edison
2592;KRÓL MACIUS PIERWSZY;Korona;Chłopiec;Dzieci;Janusz Korczak;Ksiażka
2593;KAMELEON;Gad;Zmieniac;Maskowac;Kolor;Jaszczurka
2594;PLACEBO;Terapia;Obojetny;Udawac;Chory;Lekarstwo
2595;KAMASZE;Wojsko;żołnierz;Ludwik Dorn;Stopa;Cholewka
2596;KARAFKA;Alkohol;Wino;Kryształ;Szkło;Naczynie
2597;DEPILACJA BRAZYLIJSKA;Wyrywac;Wosk;Włosy;Salon Kosmetyczny;Gładkosc
2598;KARAMBOL;Jechac;Zderzenie;Samochód;Kraksa;Wypadek
2599;PIOTRUS PAN;Latac;Nibylandia;Chłopiec;Piraci;Dzwoneczek
2600;PREZENTACJA;Rzutnik;Power Piont;Przedstawiac;Temat;Projektor
2601;MASKA;Zasłaniac;Twarz;Karnawał;Bal;Teatr
2602;GWIEZDNE WOJNY;Miecz Swietlny;Vader;Film;Rycerz Jedi;George Lucas
2603;KLUCZ;Francuski;Drzwi;Kłódka;Zamek;Otwierac
2604;SZAMPAN;Alkohol;Nowy Rok;Babelek;Toast;Korek
2605;ALARM;Samochodowy;Wyjaca Syrena;Przeciwpożarowy;Budzik;Zegarek
2606;SMOK WAWELSKI;Jama;Ogien;Zamek;Zwierze;Owca
2607;WATA CUKROWA;Dzieci;Słodycze;Biała;Szklana;Na Patyku
2608;GRA;Sport;Zabawa;Planszowa;Komputerowa;Aktor
2609;METRONOM;Taktomierz;Muzyka;Tempo;Cieżarek;Wahadło
2610;NASZA KLASA;Strona Internetowa;Logowanie;Znajomi;Szkoła;Portal Społecznosciowy
2611;POLICZEK;Rumieniec;Skóra;Okragły;Twarz;Uderzac
2612;MÓWIC;Usta;Recytowac;Opowiadac;Struny Głosowe;Jezyk
2613;KACZKA KRZYŻÓWKA;Dziwaczka;Rozwiazywac;Park;Ptak;Polowanie
2614;CWICZYC;Siłownia;Sport;Akrobacje;Gimnastyka Sportowa;Wychowanie Fizyczne
2615;KOLIBER;Nektar;Kwiat;Najmniejszy;Latanie;Ptak
2616;LUSTRO;Odbicie;Zwierciadło;Alicja;Szkło;Patrzec
2617;MUSZKIETER;Portos;Aleksander Dumas;D'artagnan;Francja;Atos
2618;WIRTUOZ;Grac;Doskonały;Mistrz;Instrument;Muzyk
2619;KOZIOŁEK MATOŁEK;Rogi;Bajka;Pacanów;Makuszynski;Postac
2620;LEONARDO DA VINCI;Ostatnia Wieczerza;Mona Lisa;Dan Brown;Oswiecenie;Kod
2621;JUTRZENKA;Słonce;Poranek;Swit;Wschód;Dzien
2622;SŁON TRABALSKI;Wiersz;Julian Tuwim;Tomasz;Tytuł;Zapominalski
2623;GRA W WARCABY;Plansza;Szachownica;Pionki;Zbijanie;Szachy
2624;ADAM MICKIEWICZ;Poeta;Pisarz;Pan Tadeusz;Litwa;Wieszcz
2625;MADAGASKAR;Film Animowany;Kino;Bajka;Wyspa;Afryka
2626;LICYTACJA;Kupowac;Aukcja;Sprzedawac;Allegro;Podbic
2627;MILIONERZY;Hubert Urbanski;Tvn;Teleturniej;Tv;Koło Ratunkowe
2628;LORD;Vader;Tytuł;Anglia;Szlachcic;Wielka Brytania
2629;RZUT KARNY;Pole Karne;Faul;Jedenastka;Sedzia;Piłka Nożna
2630;NOC;Ksieżyc;Gwiazdy;Spac;Dzien;Słonce
2631;GANGES;Krokodyl;Rzeka;Indie;Woda;Zanieczyszczenia
2632;BIBLIOTEKA;Wypożyczalnia;Lektury;Ksiażka;Szkoła;Publiczna
2633;KOT;Miauczec;Mruczenie;Lew;Pies;Zwierze
2634;PODDASZE;Strych;Mieszkanie;Dach;Dom;Adaptacja
2635;BRUKSELKA;Kapusta;Belgia;Mała;Warzywo;Kapusniak
2636;WIT STWOSZ;Gotyk;Rzezbiarz;Kraków;Kosciół Mariacki;Ołtarz
2637;RÓW MARIANSKI;Dno;Cisnienie;Ocean Spokojny;Pacyfik;Głebina
2638;OLIMPIADA;Igrzyska;Znicz;4 Lata;Medale;Zawody Sportowe
2639;QUAD;Czterokołowiec;Rekreacja;Pojazd;Jazda;Teren
2640;ŻELAZKO;Prasowanie;Deska;Pognieciony;Ubranie;Dusza
2641;SŁOWNIK;Jezyk;Hasło;Szukac;Definicja;Ksiażka
2642;ODRUCH WARUNKOWY;Kolano;Pies;Eksperyment;Iwan Pawlow;Uczyc
2643;TABU;Łamac;Zakazany;Temat;Kultura;Milczenie
2644;KAJAK;Potok;Spływ;Rzeka;Wiosło;Czółno
2645;BRYCZESY;Obcisłe;Dżokej;Kon;Spodnie;Jezdziectwo
2646;PREZERWATYWA;Ciaża;Atykoncepcja;Zabezpieczenie;Lateks;Kondom
2647;WRÓBELEK ELEMELEK;Dobranocka;Latac;Ptak;Mały;Kartofelek
2648;SPÓŁDZIELNIA;Mieszkanie;Praca;Osiedle;Wspólnota;Zarzadzanie
2649;GRAŻDANKA;Cyrylica;Alfabet;Bukwy;Rosja;Piotr I
2650;KALENDARZ;Dzien;Data;Julianski;Gregorianski;Imieniny
2651;JAHWE;Bóg;Mojżesz;Biblia;żydowski;Imie
2652;WRZECIONO;Włókiennictwo;Przasc;Spiaca Królewna;Ukłuc;Nic
2653;NEOSTRADA;Telefon;Dostep;Komputer;Telekomunikacja Polska;Internet
2654;USB;Komputer;Pendrive;Wtyczka;Łacze;Wejscie
2655;CURLING;Kamien;Olimpijska;Kanada;Lód;Szczotka
2656;KUZNIA;Podkowa;Młot;Kowadło;Kowal;Miech
2657;SYDNEY;Pollack;Olimpiada;Australia;Kangur;Kontynent
2658;KON TROJANSKI;Iliada;Zwierze;Odyseusz;Mitologia;Homer
2659;KIMONO;Gejsza;Ubiór;Karate;Franek;Japonia
2660;BOKSERKI;Bielizna;Meżczyzna;Spodnie;Majtki;Piesciarstwo
2661;WIELBŁAD;Dromader;Piasek;Dwugarbny;Pustynia;Wielbład
2662;USTA;Mówic;Opryszczka;Szminka;Wargi;Pocałunek
2663;TERRY PRATCHETT;Swiat Dysku;Wiedzmikołaj;Dwukwiat;Pisarz;Fantasy
2664;ODGŁOS;Wydawac;Dzwiek;Szczekanie;Echo;Pukanie
2665;SUPERNIANIA;Dorota Zawadzka;Karny Jeżyk;Pomoc;Opiekunka;Tvn
2666;ZREBAK;Mały;Dziecko;Kon;Klacz;Ogier
2667;WARIS DIRIE;Kwiat Pustyni;Mogadisz;Nomadowie;Somalia;Ucieczka
2668;SZLAFMYCA;Szlachcic;Spac;Czapka;Pompon;Noc
2669;PI;Ludolfina;Koło;3.14;Obwód;Radian
